Minisector,HAM,SAI,Fastest
0,303.869166264254,304.53290716625173,SAI
1,162.7591296523126,162.33844776222372,HAM
2,174.68399874504814,168.66404696378868,HAM
3,255.62395529535857,248.71337541511377,HAM
4,284.59093428147406,285.00467642015184,SAI
5,255.51260528285454,234.38988395438017,HAM
6,224.25293326358386,220.51268955639793,HAM
7,152.76727777417764,150.48253721281222,HAM
8,222.81180362994644,224.895093818158,SAI
9,280.34155387273984,282.13157524492715,SAI
10,304.4893125359443,307.2571628830926,SAI
11,321.3732288258207,324.28213809724315,SAI
12,332.8518827512424,336.4335239517147,SAI
13,331.8232537760401,328.1797088752811,HAM
14,128.22279366485884,121.16407485117547,HAM
15,114.85239200829709,117.485660723686,SAI
16,103.39333825578203,106.40077800547644,SAI
17,235.8195728248004,235.66174349400208,HAM
18,285.01291144075356,287.9078579909738,SAI
19,311.5697050693972,314.83402494111647,SAI
20,327.8043200414815,332.2853918961752,SAI
21,331.725314907442,333.24412848,SAI
22,127.14247404991598,115.22134405725369,HAM
23,206.08629225685823,211.8515271638314,SAI
24,273.2115108646421,276.11896457306773,SAI
