Minisector,HAM,NOR,Fastest
0,292.118055415873,306.19340736317866,NOR
1,300.0451885132974,321.2145832888889,NOR
2,280.2922841624844,283.29252432409737,NOR
3,117.72121391652736,109.93437672574959,HAM
4,226.53088996104276,228.66088993459542,NOR
5,267.9542513268958,283.7511096296463,NOR
6,220.62622820625197,220.3341601035957,HAM
7,164.58477517288617,161.84702994019335,HAM
8,206.90576745278324,197.1101504530656,HAM
9,211.93587947866922,203.05070408509556,HAM
10,116.2659108816873,112.77532986812092,HAM
11,229.8975036723936,227.0853207677834,HAM
12,116.89179663214999,116.78987858114307,HAM
13,227.94036340321426,221.62978196346518,HAM
14,283.8446377232491,270.65660541183047,HAM
15,229.08564587547764,213.8734658412076,HAM
16,200.88161914354797,197.80180129443914,HAM
17,255.37403542420142,250.6053139062642,HAM
18,217.8943598650992,197.49212810337156,HAM
19,182.09700453741928,179.70337750080066,HAM
20,267.2816175765393,266.49714159715137,HAM
21,294.9237767863779,294.6965219425321,HAM
22,164.8495298194041,158.80436458590478,HAM
23,213.0535199737551,210.2098703763227,HAM
24,280.32815669800425,269.60426889688125,HAM
25,,284.06666666666666,NOR
