Minisector,VER,TSU,Fastest
0,294.60042982617733,289.60136324059465,VER
1,308.2170832059259,299.8269479168831,VER
2,312.81507789444055,306.2671532840336,VER
3,315.239000192,304.0363967746261,VER
4,184.67360545393416,194.31238019420007,TSU
5,217.20296244311763,212.73783991625194,VER
6,269.91815428571425,263.02856173066664,VER
7,262.5445688465876,264.5041315840086,TSU
8,185.39013423972247,184.99590484038097,VER
9,142.89305874353875,149.2892850988517,TSU
10,178.7636438927473,170.99978616071775,VER
11,256.1953962502618,253.65270849053096,VER
12,247.08079405756106,245.64628905243293,VER
13,225.38012413675503,218.69829466666667,VER
14,263.9209198041366,265.0145769645714,TSU
15,160.4956008859152,173.6805009740076,TSU
16,220.10413735963223,207.90474417985658,VER
17,238.61102867712307,234.04477339286697,VER
18,132.37131296922306,131.28905011588665,VER
19,236.43036333108415,232.43747691903522,VER
20,280.0112992137143,273.6068038360926,VER
21,244.24969578567305,249.12397509977464,TSU
22,136.06328044723512,138.14408710887503,TSU
23,201.3006803212069,202.8180364487542,TSU
24,269.8164980814368,265.4697431402447,VER
25,284.01500032,280.5187488,VER
