Minisector,VER,NOR,Fastest
0,280.9655962030602,280.3678302693428,VER
1,296.5437572635268,297.06990300416334,NOR
2,297.8885415238095,293.6058928304762,VER
3,187.9826541287204,179.8584346968978,VER
4,220.3511936767231,215.85385607628862,VER
5,205.65343603384704,202.7629560207663,VER
6,183.07429498404073,180.8539036241903,VER
7,208.92777813525998,203.8004803961666,VER
8,257.28673468272785,257.0170503352914,VER
9,269.59321872231885,269.10138423596044,VER
10,172.41479623682739,169.66634325841218,VER
11,238.3948084028147,238.7482314756765,NOR
12,118.71195619445432,113.33405150978051,VER
13,220.08847062154004,221.1368061697437,NOR
14,275.40922013724315,275.6798255863492,NOR
15,288.91927405714284,292.5363785463078,NOR
16,220.20390202954258,214.98526499229857,VER
17,182.1513629707196,186.1449349260448,NOR
18,263.75276723741257,264.4041595198984,NOR
19,290.7366480608192,290.49214803371905,VER
20,302.3314066922124,302.25728390977446,VER
21,302.079621767565,301.45232782608696,VER
22,273.5047477920099,243.76442646329193,VER
23,117.78703005736239,116.19348301403257,VER
24,238.81224657493652,237.01787684536475,VER
