Minisector,PER,ALO,Fastest
0,245.45064112598638,251.86989586666667,ALO
1,125.08936476283004,129.4467038267579,ALO
2,196.2460212063492,193.91531377680747,PER
3,243.01532807697834,241.86728507844157,PER
4,258.67122783818047,250.26217813333335,PER
5,175.3561388639599,174.3078043007781,PER
6,141.4893732848023,146.10403215472527,ALO
7,187.41828692938273,184.53891323996567,PER
8,98.55535305630806,99.06596476513708,ALO
9,75.07123701759396,75.6299468905977,ALO
10,94.81124625656565,93.2549828480865,PER
11,185.6756509189418,180.64630009197467,PER
12,244.2155157350649,240.21648462666667,PER
13,265.2434815691274,262.3539408511027,PER
14,270.0948564356343,268.45751388571426,PER
15,105.97164087024028,108.66925429435207,ALO
16,151.10019801553034,154.0316884517093,ALO
17,183.11160722577927,187.8115564647376,ALO
18,200.17373136181013,198.4336154594564,PER
19,210.40441226459544,213.8652338411132,ALO
20,135.6770896843521,137.90623721840444,ALO
21,105.96115844961065,113.1273185058073,ALO
22,100.78566862710903,95.9399810033113,PER
23,200.6548791720635,194.01834514642377,PER
24,248.27209111362694,241.90532508790932,PER
25,261.7454557090909,259.74722346666664,PER
