Minisector,HAM,LEC,Fastest
0,278.70165003519134,273.2762166013288,HAM
1,297.99230106478325,294.38320641614536,HAM
2,294.27604732026714,292.36183338666666,HAM
3,186.72728923977766,185.37425994016036,HAM
4,119.81700245475825,117.8400643793884,HAM
5,236.18884538494623,234.72300783184468,HAM
6,285.4973260576535,281.3054283152009,HAM
7,296.5652776,295.3149998506667,HAM
8,181.90195095321263,182.01522222802177,LEC
9,142.27977935667357,141.543419678964,HAM
10,248.88520228045977,247.21107532782563,HAM
11,288.5971199918777,284.41041714871795,HAM
12,298.5468993968254,296.3489098122863,HAM
13,277.96656506765027,276.29176960957477,HAM
14,297.667067454164,293.2028812312381,HAM
15,300.5436257206349,296.6009080448169,HAM
16,252.6366508514666,257.94798753103447,LEC
17,225.55168322480617,221.17925484675587,HAM
18,280.59785111622693,275.5148154469136,HAM
19,302.4512155111111,296.6404115605887,HAM
20,303.53896512378157,303.2506665386667,HAM
21,235.7536632190476,234.70373993766756,HAM
22,261.82231701694866,260.7879186423646,HAM
23,142.11763170990167,140.1061752194823,HAM
24,211.86813885490196,206.7600058233776,HAM
25,258.5833386666667,254.3250048,HAM
