Minisector,HAM,OCO,Fastest
0,275.66680231837364,273.82252258250116,HAM
1,294.5587287933422,294.725626710492,OCO
2,293.11953181241626,286.6813761616162,HAM
3,177.00824405167126,167.82211201215273,HAM
4,117.85342668890338,114.01979299140929,HAM
5,234.91313946627014,235.68430816774514,OCO
6,284.1148951812171,282.12078451630055,HAM
7,299.5001983500997,291.21306763636363,HAM
8,173.02286739795736,165.03310051379492,HAM
9,141.3521281141012,133.75497465490588,HAM
10,253.753581263256,248.94660372348335,HAM
11,289.7124617146753,285.61686910020046,HAM
12,300.98430430740717,292.02129670877355,HAM
13,278.17231317158354,268.2049595125599,HAM
14,301.1871547059701,296.4983305906914,HAM
15,302.44219352624077,299.20025446982754,HAM
16,245.56701849358507,237.70141947009654,HAM
17,218.94304936637275,214.0773172556122,HAM
18,281.148342527786,276.6057610554894,HAM
19,308.3456376735651,303.0549123568451,HAM
20,317.67539500926665,307.69276791033394,HAM
21,225.7251809585883,214.79239894471678,HAM
22,260.09609831760685,248.8663334571101,HAM
23,134.38310206022405,132.25761892328777,HAM
24,204.40470848887497,204.68204017922554,OCO
25,245.97095302133192,253.1812496,OCO
