Minisector,HAM,RIC,Fastest
0,278.70165003519134,275.4492542125004,HAM
1,297.99230106478325,296.0349047649524,HAM
2,294.27604732026714,290.59625394711196,HAM
3,186.72728923977766,175.91100591498258,HAM
4,119.81700245475825,114.64147088248332,HAM
5,236.18884538494623,235.0698123968144,HAM
6,285.4973260576535,279.6546471794872,HAM
7,296.5652776,284.69583372307693,HAM
8,181.90195095321263,177.39938421165832,HAM
9,142.27977935667357,138.67095790228063,HAM
10,248.88520228045977,248.7169535632184,HAM
11,288.5971199918777,287.6112490710347,HAM
12,298.5468993968254,296.46789117584933,HAM
13,277.96656506765027,285.03297621333337,RIC
14,297.667067454164,295.15711429406144,HAM
15,300.5436257206349,291.8878573714286,HAM
16,252.6366508514666,254.906358833937,RIC
17,225.55168322480617,225.4241157171717,HAM
18,280.59785111622693,274.5951073082995,HAM
19,302.4512155111111,294.51924590476193,HAM
20,303.53896512378157,301.56927079999997,HAM
21,235.7536632190476,232.4732404379936,HAM
22,261.82231701694866,253.8269545715027,HAM
23,142.11763170990167,137.78731095419383,HAM
24,211.86813885490196,208.39344314675995,HAM
25,258.5833386666667,257.16666666666663,HAM
