Minisector,HAM,OCO,Fastest
0,309.3742787383441,287.88482699298896,HAM
1,322.8773496781955,298.8504388491228,HAM
2,326.0514706196078,302.7942984421053,HAM
3,322.9682010385965,299.9652062933333,HAM
4,176.17108499393942,167.60123895727892,HAM
5,209.29806727392395,201.86871107359397,HAM
6,237.41750024533331,225.80366737066666,HAM
7,265.0208872791279,260.5479474210658,HAM
8,255.90760728115944,248.55485706666664,HAM
9,164.5200419686927,158.6547769482046,HAM
10,228.25457854945054,222.0132721777778,HAM
11,132.29408760880244,128.41396633547797,HAM
12,227.26774336703298,228.76595328266916,OCO
13,186.42602395835146,179.84035803750555,HAM
14,221.10256496410256,219.41245327869,HAM
15,245.9469976880657,236.128333517402,HAM
16,263.0340912969697,257.8106069818182,HAM
17,281.8906746920635,280.49226224761907,HAM
18,161.27394680685958,160.31501855438597,HAM
19,174.5923122039241,167.8399144056561,HAM
20,147.51145856,142.2786844393609,HAM
21,167.50825573751732,163.7226011005291,HAM
22,115.3680239000381,111.93483371465685,HAM
23,221.65355022222224,220.69436284481841,HAM
24,270.83885524342236,267.79596916587474,HAM
