Minisector,LEC,HAM,Fastest
0,302.9548028386923,296.38773448666666,LEC
1,225.03191835508184,227.37716747172072,HAM
2,127.66874046001972,132.22198395474837,HAM
3,238.93203297689374,229.64466074120438,LEC
4,193.23913778688384,189.4025660835324,LEC
5,249.80791711828223,238.7958517123664,LEC
6,235.37643156628477,224.04213114838709,LEC
7,257.8945414873016,257.6433712365333,LEC
8,282.0596105086558,285.4537233736752,HAM
9,205.5961061277339,201.87294112577416,LEC
10,206.0017588520471,204.43982159788382,LEC
11,269.26446837585456,270.0540667893219,HAM
12,209.86736676758386,203.21101547822474,LEC
13,247.15024451702425,244.57946119265307,LEC
14,289.8006252076855,285.2902586852321,LEC
15,309.185678839074,301.2580499398337,LEC
16,313.0835357917922,303.4299603088849,LEC
17,235.21515472003625,232.09592358524864,LEC
18,265.7045684391159,262.20580632937657,LEC
19,298.9780202056199,291.39484596777265,LEC
20,315.1490258891577,303.1731364830883,LEC
21,316.4160353131313,303.23173575506854,LEC
22,152.97592412248676,157.11201890289644,HAM
23,234.10530451775034,232.88478111216105,LEC
24,284.49591042119323,280.6803267221683,LEC
25,,291.23333333333335,HAM
