Minisector,HAM,NOR,Fastest
0,257.2236889371072,257.12821594525565,HAM
1,209.86730726007374,215.21088249915928,NOR
2,209.62164037825912,211.6397770006499,NOR
3,257.55990673070306,260.53443721285385,NOR
4,270.4795400156136,274.2883250370899,NOR
5,289.60453882962406,280.1641304115942,HAM
6,167.94760553033365,167.19632385284226,HAM
7,187.52726626725328,189.89390736987698,NOR
8,268.3444951776439,268.28382299188473,HAM
9,294.92714277128965,288.84704793282907,HAM
10,306.3694978079863,295.2431077245053,HAM
11,307.32139562843514,290.12864437046926,HAM
12,117.12863188895501,116.90089127235072,HAM
13,188.3842693018951,192.7596600153604,NOR
14,271.046427950007,270.2989371672861,HAM
15,296.41656511184533,291.13370036782743,HAM
16,303.579934571813,290.132384323238,HAM
17,190.15139561686047,185.87000460365755,HAM
18,222.6534680041274,226.29377908649332,NOR
19,270.73464635604813,264.15197276770766,HAM
20,155.16510359401067,157.56717464494287,NOR
21,148.0823856045632,152.4481731874238,NOR
22,223.08130583341847,223.57053745549572,NOR
23,227.80223897949875,228.79895819862534,NOR
24,161.15572814798037,164.1480099044242,NOR
25,228.60416533333336,,HAM
