Minisector,LEC,SAI,Fastest
0,302.9548028386923,289.7887316785708,LEC
1,225.03191835508184,245.6184971634568,SAI
2,127.66874046001972,130.11966502225917,SAI
3,238.93203297689374,238.46545921325702,LEC
4,193.23913778688384,188.53221871422443,LEC
5,249.80791711828223,251.58824452022836,SAI
6,235.37643156628477,240.16540428342026,SAI
7,257.8945414873016,251.7720232925836,LEC
8,282.0596105086558,280.5749485221978,LEC
9,205.5961061277339,205.53324418222172,LEC
10,206.0017588520471,200.092534887092,LEC
11,269.26446837585456,269.4866069265306,SAI
12,209.86736676758386,207.74006791222308,LEC
13,247.15024451702425,251.82408006876085,SAI
14,289.8006252076855,288.5587712853837,LEC
15,309.185678839074,302.3168327884058,LEC
16,313.0835357917922,301.9041002069333,LEC
17,235.21515472003625,237.660145884329,SAI
18,265.7045684391159,267.4881232885197,SAI
19,298.9780202056199,293.4990405024154,LEC
20,315.1490258891577,304.81516060675324,LEC
21,316.4160353131313,301.87088760436166,LEC
22,152.97592412248676,156.27420521897025,SAI
23,234.10530451775034,227.5102124114315,LEC
24,284.49591042119323,280.0383810356351,LEC
25,,289.0,SAI
