Minisector,SAI,PER,Fastest
0,268.49268168048485,270.7979968727526,PER
1,241.84990313797545,241.89671317713575,PER
2,118.8664566713468,118.06963447686064,SAI
3,176.07132691707935,172.69692863223904,SAI
4,181.39913033517627,184.51560203283617,PER
5,203.2720763205861,200.29066086108753,SAI
6,263.85183017311897,272.73349136367864,PER
7,285.51367885714285,298.48190080262475,PER
8,237.52738806636302,215.8273495182372,SAI
9,148.17898992538386,144.09056203715102,SAI
10,116.01451793755844,116.17324870274486,PER
11,152.6184172519139,155.15393463416,PER
12,240.269919,240.752608524058,PER
13,153.8927370199292,144.7915926563011,SAI
14,147.48171398700518,149.11188395448943,PER
15,113.86302260546083,111.21862405882815,SAI
16,212.70539275905404,230.75607954357653,PER
17,231.86127622106727,214.53664134812064,SAI
18,124.30829211608682,131.6779305802097,PER
19,237.0611178503328,249.5849815305282,PER
20,272.3289713974938,287.618164926498,PER
21,198.6397112261647,169.78952462783732,SAI
22,153.9744517902007,155.31475728681386,PER
23,212.08685973117707,207.7135487406865,SAI
24,227.81650232975426,226.30617934763637,SAI
25,255.0687488,,SAI
