Minisector,LEC,NOR,Fastest
0,305.3894031489645,292.60457736569856,LEC
1,321.3503434901099,302.732553919328,LEC
2,295.0924613165121,276.4379562877757,LEC
3,110.79251139037027,110.17498698096622,LEC
4,226.68660753667825,225.8819001619368,LEC
5,273.0789913483881,272.6771638366874,LEC
6,181.43618435888197,216.49699384447413,NOR
7,172.82548405539026,168.0868360920168,LEC
8,212.5007084171722,211.9420670218404,LEC
9,220.94080750949956,215.5722790792367,LEC
10,115.65828590158065,118.37484043678809,NOR
11,232.1711330276746,231.72974639519146,LEC
12,119.71667540115425,115.60049452541058,LEC
13,227.28467573968254,225.6963700918988,LEC
14,275.92728867776543,276.75748822552384,NOR
15,230.30823289904762,223.67081736322345,LEC
16,195.6064441643925,197.71216976964206,NOR
17,252.46289806517288,254.2302149049606,NOR
18,186.66213880157719,200.45272052662523,NOR
19,187.6840835535972,188.6817376048048,NOR
20,264.264221426087,267.14671672126985,NOR
21,289.8570575784917,291.70866467817655,NOR
22,176.34996888606972,165.03084066880075,LEC
23,212.96965854052758,219.38445670438944,NOR
24,271.907838498355,276.392455138229,NOR
