Minisector,PIA,RUS,Fastest
0,249.05210212539683,244.40849207505065,PIA
1,286.07987560495246,284.4680790341818,PIA
2,172.26597843267584,179.0023214783846,RUS
3,159.0583475941875,161.18936190940187,RUS
4,258.1820506824909,255.75349592700246,PIA
5,273.57730618981105,264.86487322201606,PIA
6,251.24186411933496,234.8431455290153,PIA
7,209.3855839180508,210.70040095820497,RUS
8,160.8030130784997,160.8027598646193,PIA
9,220.64123851894786,214.4258989218553,PIA
10,273.84746575805787,271.0458158889796,PIA
11,129.56131162778087,125.93639667892876,PIA
12,215.25772801327562,209.67365563913216,PIA
13,276.36573828455795,273.41527931759833,PIA
14,296.1001558961039,296.759630903385,RUS
15,304.3211273820609,307.02705606212913,RUS
16,246.4809711335421,241.50138044475153,PIA
17,124.25965991674235,129.46477067685424,RUS
18,126.97649529513863,129.76992857567157,RUS
19,110.67926834993608,116.70121491500798,RUS
20,226.68748149903175,224.02701631715485,PIA
21,261.9014129388152,260.80696567428356,PIA
22,248.81449734836124,235.16010691849658,PIA
23,217.44062142909883,214.73126103677654,PIA
24,137.9132119540553,138.76832158080342,RUS
