Minisector,LEC,ALO,Fastest
0,244.58050756079123,241.82053602321253,LEC
1,274.3050996065095,272.9380848135218,LEC
2,177.31570608395793,162.29271312173321,LEC
3,163.08553536217426,153.75176650814814,LEC
4,256.4112827265651,254.84113309529374,LEC
5,265.9903984995904,265.0045677457644,LEC
6,222.95360910197303,224.61025964522523,ALO
7,205.3058414180405,194.33607020450216,LEC
8,158.34023582361914,152.4451469823501,LEC
9,214.17597473947612,209.8952218732173,LEC
10,270.1240573526837,270.95815449037315,ALO
11,117.70456601837603,121.05224566585203,ALO
12,206.39747350831752,202.38620249823717,LEC
13,268.7803976748052,268.00675834920634,LEC
14,289.8003620001606,290.8637192297119,ALO
15,298.0681156030075,300.31915707636364,ALO
16,238.71728006912215,253.1137075383908,ALO
17,134.44313439345186,128.8584613828084,LEC
18,133.96525474855176,129.48794564855567,LEC
19,125.96158991075285,116.70206815486664,LEC
20,219.7570021936762,220.2379373780666,ALO
21,252.0471511185185,250.65046327161906,LEC
22,228.34791683583998,230.36223041945738,ALO
23,208.336041874251,201.75653351072324,LEC
24,136.17571481055944,131.40572805478317,LEC
25,,212.94999808,ALO
