Minisector,BOT,SAI,Fastest
0,294.3113880096323,301.0600342327821,SAI
1,313.48004395789474,325.58083311999997,SAI
2,309.9727608231948,307.5874981333333,BOT
3,181.84126799375366,177.66824524762288,BOT
4,225.85193052232702,218.25344904827585,BOT
5,207.61240642180513,203.1157094576425,BOT
6,191.53593713310926,189.8219072080808,BOT
7,216.44678134012648,211.58907940481546,BOT
8,260.1329391432434,255.9988089295238,BOT
9,258.12276183347655,257.0894876317033,BOT
10,173.03516568152438,171.57683351831236,BOT
11,243.18401292227267,238.64131113695277,BOT
12,116.96898852534514,118.51338425947125,SAI
13,232.29307392042494,227.41839680781956,BOT
14,280.60284101818183,272.17932283298893,BOT
15,283.3627148066416,278.3018399445887,BOT
16,202.80831247553365,210.69356135959666,SAI
17,185.3456174401494,182.9212095382614,BOT
18,273.8160457606625,268.00307867826086,BOT
19,301.5174804837571,292.7903406060606,BOT
20,314.80630952380955,303.5351505253153,BOT
21,310.97184508190475,304.12389903238096,BOT
22,262.7469549938087,267.51085739336185,SAI
23,118.83280271890143,119.77158952685984,SAI
24,248.22396413833212,243.03299829028572,BOT
25,279.0500032,271.8249984,BOT
