Minisector,BOT,NOR,Fastest
0,301.85911426666667,288.55935270915575,BOT
1,303.39831106091253,289.17927966546483,BOT
2,160.62720950673244,160.66269483275482,NOR
3,228.10379166954093,231.66628640728877,NOR
4,275.8719894530141,276.6204600281504,NOR
5,294.6372398400436,294.605798215009,BOT
6,298.3892025785028,297.1832288075937,BOT
7,151.51725275100912,146.25692912564622,BOT
8,140.9494666738894,142.90294179273462,NOR
9,252.34709222539166,253.6528040970349,NOR
10,283.5175546427318,284.1087796285714,NOR
11,289.6166844998558,290.2382196946928,NOR
12,146.25718861048267,137.37504226462102,BOT
13,200.6652661421422,207.65035592312032,NOR
14,255.68079971667612,257.7791439497703,NOR
15,200.75456666950242,191.9622387123268,BOT
16,220.15393894936406,227.65852985440165,NOR
17,211.94381530936525,204.81152420069975,BOT
18,245.63948964496663,250.44578961110378,NOR
19,276.9048296252289,281.4447642724127,NOR
20,289.73619253663696,291.9809415935972,NOR
21,253.54970430609805,250.9457849747674,BOT
22,219.74890422992905,211.11188171770323,BOT
23,210.9448174925111,211.62248796390577,NOR
24,265.66520122358196,267.451919354726,NOR
