Minisector,HAM,GAS,Fastest
0,274.62984549511987,273.6565886489591,HAM
1,301.26111045925927,298.37691579469333,HAM
2,315.3561136769882,310.1819441777778,HAM
3,324.2101647540916,316.424479,HAM
4,328.8859374,320.2401960336134,HAM
5,327.8133186761905,321.0041669019608,HAM
6,224.93686078562274,210.05469160834983,HAM
7,108.54810805818931,108.71982469054171,GAS
8,185.5316497212003,183.8314342559291,HAM
9,262.2032444937445,263.99636396158706,GAS
10,290.44462936533085,291.6379381894737,GAS
11,173.46611223333332,167.87999089179516,HAM
12,98.91118687392373,98.27462372201754,HAM
13,117.29567166352726,116.06462531906068,HAM
14,223.7891314716856,221.54230697002683,HAM
15,192.52342198510925,188.1714283809524,HAM
16,230.33949273043478,224.59983665764491,HAM
17,189.04958791858022,181.30281800126983,HAM
18,235.94546954202897,241.3590965128022,GAS
19,279.1670525474499,281.8323300170426,GAS
20,254.27287813459762,250.72058016507938,HAM
21,149.51012021520725,145.45330243861113,HAM
22,97.26419188019199,97.322523287899,GAS
23,127.57875868991447,125.64913465770543,HAM
24,227.41025190994242,225.59208527578227,HAM
25,258.26666666666665,,HAM
