Minisector,HAM,STR,Fastest
0,279.22326349229417,278.51955380796505,HAM
1,127.83786877390541,123.6787161075202,HAM
2,155.0369464959638,157.78660398118043,STR
3,211.81946121674946,207.96750688484846,HAM
4,168.19280331844158,159.64789667590523,HAM
5,242.84489026346182,241.4474663064935,HAM
6,216.76609832248855,217.17007622194618,STR
7,136.07994388808646,130.1402307501816,HAM
8,231.43330400609526,231.6943515637267,STR
9,272.597293741936,282.09298668684625,STR
10,282.53481438814816,285.83816672466685,STR
11,155.0532555122819,139.78007873888708,HAM
12,214.7934086814815,214.77713029906985,HAM
13,265.5600564631579,266.8860720839506,STR
14,267.3686734239446,252.2898300088889,HAM
15,102.52746857847785,98.00525345119243,HAM
16,214.07550012383552,215.25349416253965,STR
17,267.59949206349205,273.8021641441423,STR
18,289.19134912645825,302.57715428880704,STR
19,300.84633759253035,318.9440475580953,STR
20,304.26715686274514,328.7392523579737,STR
21,286.7288428925647,260.73463302887285,HAM
22,155.38887761824088,144.2420565522222,HAM
23,228.7346136628036,237.26459025077227,STR
24,273.89343869885806,284.0494143263492,STR
