Minisector,HAM,HUL,Fastest
0,285.77155813075166,281.8252721158095,HAM
1,312.6885666682572,300.7035680419029,HAM
2,225.60477432586208,215.70532289422223,HAM
3,106.5613906126706,106.00688787274115,HAM
4,126.33115380558229,128.28189740792186,HUL
5,252.15920734222223,249.95887485211418,HAM
6,242.71311756874613,256.74925279873014,HUL
7,114.54082718797865,118.02774125482053,HUL
8,249.9196814929537,239.0934201293737,HAM
9,250.9020285417625,236.243144353747,HAM
10,207.51801767312534,196.4309151077395,HAM
11,129.56888804710178,137.03546835101224,HUL
12,194.32066540319778,196.80130113376345,HUL
13,257.7286408814762,261.15881802414793,HUL
14,109.25611698422973,109.49963189739454,HUL
15,182.3750687995671,179.00142982647992,HAM
16,252.42756729165603,252.8902441772257,HUL
17,288.9404416108843,287.5964126722078,HAM
18,305.6876214368532,302.8310879389922,HAM
19,321.42323531204033,311.840236055472,HAM
20,329.9132854416569,316.53676695097744,HAM
21,162.82179339912474,182.2548020103211,HUL
22,135.51578122553272,125.78883046906347,HAM
23,184.01050001013613,185.32972668977877,HUL
24,228.27252037682305,218.49435285503614,HAM
25,266.36000512,260.93000042666665,HAM
