Minisector,SAI,OCO,Fastest
0,250.9516148485501,248.73122927871657,SAI
1,207.04934445471136,200.6736540761905,SAI
2,198.63551276549333,203.07920892114285,OCO
3,249.08329735937323,255.46007382559006,OCO
4,265.0445333426526,269.4479825652443,OCO
5,287.06565143544356,281.80427165233084,SAI
6,163.8537723810461,161.60428976083438,SAI
7,185.1963898755799,178.12423460866003,SAI
8,268.734839552312,262.0568248942356,SAI
9,302.6561443490052,289.8025342903319,SAI
10,320.9136929179804,299.3396142670017,SAI
11,324.31653324907563,295.06780045351474,SAI
12,116.43038211823904,111.85635922029928,SAI
13,178.46361446446613,186.50301040588587,OCO
14,266.59939486078673,266.9024708814355,OCO
15,292.8915095690236,292.3272299565756,SAI
16,300.92425600971956,290.73986427936507,SAI
17,180.04903805322417,181.195704483086,OCO
18,220.55133895882366,216.3309499107483,SAI
19,266.66829633411015,258.35645024415584,SAI
20,150.76394499118337,152.6225216427007,OCO
21,140.38599646684105,139.87849728652265,SAI
22,212.756489170282,217.0297744186948,OCO
23,227.47503359945233,223.13750456321952,SAI
24,156.00118630726587,163.224332665333,OCO
25,220.83333333333334,,SAI
