Minisector,HAM,SAI,Fastest
0,284.43190435809527,300.2039468350877,SAI
1,286.6719298245614,311.336896512207,SAI
2,173.94388992774083,158.28917474818005,HAM
3,221.28583737436367,216.3421433910006,HAM
4,269.0158588538273,280.1072324223113,SAI
5,287.07675413333334,307.7268904156863,SAI
6,285.83997499348374,320.18918408161437,SAI
7,185.53208320035077,187.7801285661777,SAI
8,124.02707968139033,114.22544553146636,HAM
9,244.77787377909976,255.00595144126987,SAI
10,277.47703418713,301.80622779325654,SAI
11,282.0217105403509,320.222058854902,SAI
12,157.91879608790953,147.1016677890796,HAM
13,190.70285999685498,190.66700489217405,HAM
14,250.3551964074518,256.13988058412696,SAI
15,212.65466679466667,206.5974302097859,HAM
16,219.80863114611574,222.6856876985507,SAI
17,222.77554379130433,218.6490843594759,HAM
18,240.66108577264234,244.35703754084395,SAI
19,272.66228287857473,277.8026312421053,SAI
20,285.5491227508772,288.74364036491227,SAI
21,266.5488154452002,265.2244950095238,HAM
22,232.35018137971016,230.82058381026604,HAM
23,203.24230756923077,207.5716888674812,SAI
24,259.5032353106201,264.5997160562358,SAI
25,276.0375008,,HAM
