Minisector,VER,RUS,Fastest
0,271.48414440624555,273.71855220242423,RUS
1,296.5654916480808,298.9434083347295,RUS
2,311.6037617579965,312.7405094874074,RUS
3,318.0357378979744,320.80829561606396,RUS
4,322.3868590993007,325.1520016664704,RUS
5,323.89579476389343,314.27453796857145,VER
6,194.50472123500995,197.59131762962963,RUS
7,107.11940648909771,103.78216891407514,VER
8,184.9400874999034,185.46409864749282,RUS
9,259.994010689801,257.2914153936842,VER
10,289.2889396997442,285.1441376923459,VER
11,169.96066052568543,161.27591417626928,VER
12,100.76607765938321,95.99297499189281,VER
13,114.53758203985608,115.04390671355863,RUS
14,220.4414608795228,217.25947545301588,VER
15,188.2417106070226,178.38420175205414,VER
16,223.89554622713754,218.47119025066667,VER
17,176.82495946481052,173.98666704190254,VER
18,234.51729000973543,231.3346043693104,VER
19,273.9344899063168,280.0793152024803,RUS
20,241.36229764571428,243.18287562874457,RUS
21,144.87592633223778,143.75699312275736,VER
22,95.70110987911364,91.70737289750527,VER
23,124.88632413370064,123.8650244685197,VER
24,222.994038631101,221.05158909090912,VER
25,254.52142994285714,254.08571977142856,VER
