Minisector,LEC,GAS,Fastest
0,267.2907635039946,263.6440829131653,LEC
1,298.36537701948964,293.2515620666667,LEC
2,313.453189170068,315.36209208970894,GAS
3,322.3552618096929,330.58422636190477,GAS
4,327.9624390116233,339.2982141069597,GAS
5,330.8773384272109,344.20554036043956,GAS
6,272.6520794074074,277.4975027795856,GAS
7,115.99221433355702,113.21671852666665,LEC
8,156.69574220949931,156.35287271724135,LEC
9,255.1919002666667,257.2599523386243,GAS
10,292.1062506,298.78697581354453,GAS
11,246.3265340262782,227.82751298791732,LEC
12,94.4546058843215,94.56002117162294,GAS
13,113.59400389128919,110.8245758289521,LEC
14,219.79264565982515,216.99621158787878,LEC
15,190.73599906133336,182.93492403559435,LEC
16,219.9553809606643,222.14384893968253,GAS
17,195.37088217777776,186.79183651442844,LEC
18,223.332768816809,227.99416544000002,GAS
19,274.2870377481482,274.30031459495797,GAS
20,289.94944312888884,283.37519985022567,LEC
21,161.1359666839714,151.77046917112136,LEC
22,101.88767712498209,102.09402328559904,GAS
23,122.88070264225203,124.02723856874505,GAS
24,207.28962290202236,208.82718210612242,GAS
25,246.6625024,,LEC
