Minisector,VER,SAI,Fastest
0,290.1416901457385,298.03828059300486,SAI
1,298.2397934125913,315.3808213883752,SAI
2,301.63657413333334,324.4048950601399,SAI
3,299.60027732848494,317.0890256853666,SAI
4,165.1944414646563,159.87688734078267,VER
5,212.2003201218059,202.0953285491619,VER
6,239.23838095450506,231.25567612761904,VER
7,266.756499656268,266.3127053939763,VER
8,243.28477126271767,241.58159586399998,VER
9,157.52861612871328,155.39988723437742,VER
10,220.49547801172892,222.89042661376212,SAI
11,130.20214364375803,128.87404818023407,VER
12,224.13955394318842,224.29406992236594,SAI
13,179.00831994799307,179.58397313629558,SAI
14,212.0019142250038,212.37544938416974,SAI
15,243.63555318883874,232.75726387966924,VER
16,261.573338237927,257.8374309035828,VER
17,286.25344031686274,285.78875699308065,VER
18,150.29696284379747,159.17933742926778,SAI
19,160.9003855833214,159.23844873854696,VER
20,136.37673928652393,139.38671797035383,SAI
21,226.95010581712233,226.23134756825397,VER
22,262.1177084248889,258.479879593748,VER
23,252.68458225406658,242.14892711691613,VER
24,275.2927664740741,270.98227613209644,VER
25,285.24250048,283.57222115555555,VER
