Minisector,HAM,SAI,Fastest
0,274.62984549511987,274.76273706666666,SAI
1,301.26111045925927,299.39570469580315,HAM
2,315.3561136769882,312.15964603876796,HAM
3,324.2101647540916,319.0323526901961,HAM
4,328.8859374,323.8026040666667,HAM
5,327.8133186761905,324.80809927139717,HAM
6,224.93686078562274,210.83500479999998,HAM
7,108.54810805818931,108.77952082376194,SAI
8,185.5316497212003,186.3998133282555,SAI
9,262.2032444937445,262.7724029268582,SAI
10,290.44462936533085,291.79014473650795,SAI
11,173.46611223333332,174.79508594644935,SAI
12,98.91118687392373,99.07088005889852,SAI
13,117.29567166352726,117.1416653037037,HAM
14,223.7891314716856,223.62743097777778,HAM
15,192.52342198510925,186.40091333877552,HAM
16,230.33949273043478,232.50252375389238,SAI
17,189.04958791858022,180.8077385853968,HAM
18,235.94546954202897,239.030680187013,SAI
19,279.1670525474499,279.10006537989415,HAM
20,254.27287813459762,254.32191976450216,SAI
21,149.51012021520725,146.25923800512342,HAM
22,97.26419188019199,97.01830904646077,HAM
23,127.57875868991447,128.73838995051347,SAI
24,227.41025190994242,230.19622834920634,SAI
25,258.26666666666665,,HAM
