Minisector,HAM,SAI,Fastest
0,311.4287035851852,307.5682278558968,HAM
1,238.84523398095237,240.39563565263092,SAI
2,136.77136368617246,136.1992543633797,HAM
3,220.70328900295917,218.7568548590646,HAM
4,264.64234607835715,263.67083424000003,HAM
5,290.7865199327731,290.4165309317013,HAM
6,301.5416391403249,304.28921568627453,SAI
7,283.21162487017546,293.312497362963,SAI
8,179.14597415553226,178.27445909891628,HAM
9,242.38645114195012,239.57689527272726,HAM
10,271.2674531664722,273.7446335206562,SAI
11,260.1344590997494,267.8929155733333,SAI
12,209.6225281206707,206.52243573333334,HAM
13,127.53898313833815,126.61666980721641,HAM
14,128.25770561870797,125.70448554998273,HAM
15,161.14922021640746,163.45678747142858,SAI
16,127.14192532071772,123.40524577513588,HAM
17,233.30549445145667,228.54166784927537,HAM
18,183.6870655938056,190.29884815448278,SAI
19,165.3140739662932,156.69537990364145,HAM
20,250.7153419151515,245.347081347483,HAM
21,279.96299568253966,274.5354172266667,HAM
22,298.0236767177346,291.64828095999997,HAM
23,315.083088627451,301.44976865185185,HAM
24,324.1308127398966,305.4365741037037,HAM
