Minisector,LEC,NOR,Fastest
0,298.287396766994,297.286573708642,LEC
1,158.36096256155597,155.97438663654546,LEC
2,153.36749079758138,150.2485527414565,LEC
3,221.8191571784089,223.18370721784552,NOR
4,284.79961114725273,286.8079531763809,NOR
5,294.69679487179485,289.5328705580247,LEC
6,146.85736699120173,142.39814857564645,LEC
7,141.79925315153295,139.86944864869574,LEC
8,148.4499830856908,144.1336439465053,LEC
9,178.2828470549503,181.04969851518183,NOR
10,133.15019343242696,131.77423334608662,LEC
11,127.36542764841245,122.81376127434496,LEC
12,160.61206272029705,169.20192885421824,NOR
13,264.77246360653305,272.63266337519684,NOR
14,292.56971171282055,296.432593042382,NOR
15,155.65983870320701,152.15829898424536,LEC
16,214.04068583081232,208.58136140867896,LEC
17,166.5327723315942,167.2741731612685,NOR
18,269.9951748028377,272.5597499689466,NOR
19,291.78400008533333,298.37710839365076,NOR
20,304.3590773012518,312.1508820452173,NOR
21,311.2256952774707,319.7499849893121,NOR
22,314.9594203362319,323.0335146666667,NOR
23,317.56404916976595,332.5866472917644,NOR
24,303.63845235809526,332.9806183377708,NOR
