Minisector,VER,LEC,Fastest
0,287.55898862688167,287.94632445490197,LEC
1,136.22619047619048,124.54855191436475,VER
2,154.25634251009134,162.48960471814394,LEC
3,227.54761904761904,216.0029123243114,VER
4,165.5977281742789,161.75411765210728,VER
5,242.13492063492063,243.94362768192744,LEC
6,233.58761454469936,212.61564155151515,VER
7,139.60859935302275,136.48965634636517,VER
8,232.62965417543438,234.1251552481203,LEC
9,275.83796296296293,276.0074649190044,LEC
10,286.5432287333333,285.07055720296296,VER
11,154.506451372043,148.40793505285873,VER
12,218.56592281904764,218.31081194920634,VER
13,269.4953288216002,268.38472160000003,VER
14,272.3106481185185,266.25533053097655,VER
15,105.75473108171099,102.0168248846881,VER
16,219.47712355680025,220.82729077333335,LEC
17,271.8666666666667,270.5388881777778,VER
18,293.9236978,292.72499758603624,VER
19,305.0947619352381,304.1880553955555,VER
20,311.4547619047619,310.0796874,VER
21,292.0203138666667,273.16323471495457,VER
22,159.33779735560267,151.86714594408602,VER
23,237.44407887719296,238.9991958077456,LEC
24,278.61282798861015,278.83039184313725,LEC
25,290.3749984,,VER
