Minisector,LEC,ALO,Fastest
0,272.95022562646614,271.448582776,LEC
1,249.14912319102132,247.82534509968255,LEC
2,122.50914811928206,116.61604820032521,LEC
3,169.72035449686726,170.59667857460317,ALO
4,198.89326169914673,192.12233956915352,LEC
5,195.29399650490842,198.2528755978836,ALO
6,267.3231341359045,264.555985674908,LEC
7,288.54479065223285,289.46210467463203,ALO
8,235.92245314426808,222.96054347918798,LEC
9,147.90757590842503,146.69214686309581,LEC
10,117.98601413342912,120.8541421787043,ALO
11,154.8695430245695,148.54741555311784,LEC
12,249.504284495931,243.11008596848487,LEC
13,154.56076927453262,149.51338326308465,LEC
14,154.71382673694436,147.60984845403365,LEC
15,109.6637649930638,104.32466047710157,LEC
16,219.80875635153242,215.72786261671956,LEC
17,234.94163870730156,238.1493465242059,ALO
18,131.33706406561126,128.82623212505464,LEC
19,241.5720887557932,240.77569957185185,LEC
20,274.87638578565765,277.2246234927561,ALO
21,204.5267513179745,202.94627820571404,LEC
22,153.36661806163545,148.4122404203896,LEC
23,217.1077581339964,213.3962132272762,LEC
24,232.11860131869568,225.38422578196472,LEC
25,,256.0877188029724,ALO
