Minisector,NOR,PIA,Fastest
0,261.43471986571427,255.3130430167693,NOR
1,137.26716924461698,140.12331857822718,PIA
2,204.06504139174604,204.53212554149894,PIA
3,249.06726592101586,249.21795169581472,PIA
4,258.70380169329286,249.86677213333334,NOR
5,181.4441351695238,180.6058698037262,NOR
6,157.13789951301126,149.11971515560634,NOR
7,194.14020743472682,190.6697977447619,NOR
8,107.80194275138942,105.04252204936375,NOR
9,74.9008318690053,71.86417184489397,NOR
10,96.69577175041796,100.56695825086896,PIA
11,186.2637356379824,193.8734154528395,PIA
12,250.0115560391111,249.4444502584127,NOR
13,271.6505372685981,271.38461763662986,NOR
14,285.0679167827552,282.15311247329765,NOR
15,109.44098527034922,115.30398160456315,PIA
16,155.42655464498037,157.79658285316896,PIA
17,188.09187277034025,193.875978721203,PIA
18,208.20487481400562,202.83947532478763,NOR
19,223.6178671514074,213.73487738057145,NOR
20,146.20897148713817,143.15215206710363,NOR
21,111.5486588148157,112.21893750300114,PIA
22,105.10516563800404,99.83930303648657,NOR
23,204.79994988395123,200.64299629479854,NOR
24,258.2162166933333,257.8868352027788,NOR
25,266.8750034285714,,NOR
