Minisector,VER,PER,Fastest
0,258.4139558799069,255.34620338424608,VER
1,204.43044162830137,202.89763890883842,VER
2,225.18457431941,219.06806743824274,VER
3,263.2815274537374,262.24176055931383,VER
4,273.8729014067139,276.51494147704693,PER
5,216.61599047471032,214.87921505575807,VER
6,99.46862723084897,96.23734295903775,VER
7,182.13938754778022,186.15004671078603,PER
8,267.891575719346,271.20181316959355,PER
9,290.3877608284073,296.20443402832564,PER
10,297.8276840883285,307.7874821456368,PER
11,292.6229345792359,305.43938157472087,PER
12,114.48449537346136,110.82760039842061,VER
13,215.7045500360351,219.63475788669686,PER
14,275.64382465811155,279.25147110538586,PER
15,293.9021932407403,300.36967405714284,PER
16,227.31763128349826,207.21213740647426,VER
17,125.99430422873245,122.24572982414647,VER
18,153.32434191976026,153.06487345949796,VER
19,251.07143204665496,257.9276096735202,PER
20,157.65284925020669,149.15505585156012,VER
21,129.02186127159965,127.37243356005725,VER
22,207.9594213534863,203.87460242358569,VER
23,209.1021090269348,192.64236695453891,VER
24,169.46419295913472,160.7766433902322,VER
