Minisector,SAI,RUS,Fastest
0,316.29311873469544,320.594918602698,RUS
1,323.9634056347826,329.05220159921834,RUS
2,327.33134923174606,330.5951317621531,RUS
3,207.49878666008064,193.30634314965778,SAI
4,113.9108594738495,114.05010009980361,RUS
5,260.95406741105575,264.5453748557908,RUS
6,296.89105697315927,300.64271400228574,RUS
7,312.9461228363978,307.79655800579707,SAI
8,291.0907475294761,274.026235654321,SAI
9,140.0824637863653,138.09286321583738,SAI
10,219.13838448484847,212.25819976541513,SAI
11,209.42880730768098,207.01636854229693,SAI
12,193.9028568554648,188.32605622882946,SAI
13,263.3764104522046,268.3108275692368,RUS
14,299.54097204444446,305.92616778418176,RUS
15,317.2626812289855,322.83931144347827,RUS
16,262.50650716734697,252.39897798102945,SAI
17,193.47883104397928,193.1819448012719,SAI
18,265.04152414589123,265.5548143093657,RUS
19,299.7137145695348,307.6131939555556,RUS
20,315.7202896695652,322.2561724153576,RUS
21,309.5267553985731,300.67118257777776,SAI
22,201.87962933333336,198.31028719218378,SAI
23,260.42356035389787,263.53749929876545,RUS
24,297.58190439619045,302.36768279305255,RUS
