Minisector,LEC,NOR,Fastest
0,309.1506588966396,308.7430213422222,LEC
1,198.61513151454395,189.54582891032427,LEC
2,112.04806190354908,111.56317294618017,LEC
3,193.16068855070478,189.11771511343773,LEC
4,250.788596926391,253.1882381439923,NOR
5,282.6145709950327,282.5428567695238,LEC
6,299.60979181666664,299.3022397696192,LEC
7,231.8309401790375,235.63603213561905,NOR
8,145.68223113382314,146.1280794784163,NOR
9,231.91403893890384,228.39055806048455,LEC
10,269.7983377434131,269.62490545015874,LEC
11,223.17047504747782,225.98010543264573,NOR
12,174.566462378829,177.7790875629932,NOR
13,101.83532964119755,108.27121316318559,NOR
14,107.93951120434487,104.75752662193362,LEC
15,136.88970386278717,135.82889402487092,LEC
16,116.65137393944067,111.78247106365964,LEC
17,207.86737154619354,206.3317618583851,LEC
18,146.05982184207792,162.29023210185056,NOR
19,151.07987455404486,147.6967231176407,LEC
20,242.2430242979894,240.75734199238065,LEC
21,274.0904897142857,273.6538430297643,LEC
22,292.5159168106667,291.2816954697143,LEC
23,302.15851010456566,302.41171971573687,NOR
24,307.2222427764706,308.30181799350373,NOR
