Minisector,VER,SAI,Fastest
0,279.62195558941795,280.4887969924812,SAI
1,117.68878291760473,120.47481885756692,SAI
2,156.49322277412168,159.19779220999237,SAI
3,209.16402356441205,208.63514748014651,VER
4,160.31208595017637,158.50930831315787,VER
5,241.43075967602124,243.01980434521465,SAI
6,231.60017610774614,202.98192376772505,VER
7,135.9542096155973,132.76403963291344,VER
8,233.6928457528757,232.94274214119426,VER
9,272.5917750559617,274.4775092191759,SAI
10,281.05590068888887,282.37923504358616,SAI
11,148.00217381541125,147.7218943047619,VER
12,216.34772478747763,215.67071432727272,VER
13,267.10382885829176,268.15204244176215,SAI
14,270.7260860177915,256.76507425989075,VER
15,102.2645033448912,99.64285031963003,VER
16,216.86552338934135,219.4457016813328,SAI
17,270.2727616048892,269.1509524342857,VER
18,290.11911215574816,291.9203843181287,SAI
19,302.06264665681306,304.27703753673603,SAI
20,308.78260424,310.19845941064426,SAI
21,290.48456378695397,286.50285765366834,VER
22,150.55844203930633,148.926066356435,VER
23,227.9417706660691,232.30047898701298,SAI
24,271.5742713424455,276.16146992245746,SAI
25,283.67142948571427,286.65000192,SAI
