Minisector,VER,LEC,Fastest
0,97.85001659064083,174.91568636706705,LEC
1,124.90601232253968,210.1673215085714,LEC
2,197.47752366222224,216.3829530181818,LEC
3,238.4825524,138.90201991111113,VER
4,259.0355264,114.2991176390716,VER
5,259.21194389333334,167.32681866420893,VER
6,164.95980760615384,183.587999744,LEC
7,116.45254065987803,152.9230787991342,LEC
8,138.96811259863946,157.6736553152688,LEC
9,199.65245577142858,154.48682512943552,VER
10,216.097510532119,195.681819012987,VER
11,247.17458378666666,220.82057839455783,VER
12,274.98502383940297,249.58344790929706,VER
13,292.1611112296296,234.33404544688997,VER
14,298.88916672,215.0,VER
15,284.6603374676692,221.200613578081,VER
16,260.50985238588237,252.62693786666665,VER
17,206.59860873485954,277.5824174293333,LEC
18,217.32258175911224,266.36315329122806,LEC
19,178.64654146077922,153.27060889777917,VER
20,136.84868817777777,116.27792405222961,VER
21,153.72195392688172,165.6974119348148,LEC
22,198.44491159893332,190.61465607663408,VER
23,226.21052631578948,129.7429908169697,VER
24,148.72161336666667,,VER
