Minisector,RUS,ALO,Fastest
0,293.25854158933333,292.0106045393863,RUS
1,305.2180201231614,303.51420102930484,RUS
2,309.18402880802006,307.0,RUS
3,186.92295432344125,189.64600047217553,ALO
4,210.27849195936508,215.55788652033584,ALO
5,206.59298290796255,200.36334099520525,RUS
6,264.9310512971705,264.7920309327581,RUS
7,260.1274683841833,260.44567890430835,ALO
8,216.94938540259741,211.55460341742233,RUS
9,210.66698212633202,214.1219876120935,ALO
10,137.47047175059296,141.84987012311225,ALO
11,204.21833355419815,205.60517904078932,ALO
12,185.421186590823,177.92287688565656,RUS
13,254.81558725587303,255.03140607717458,ALO
14,180.63793950517373,179.96469265285714,RUS
15,234.00316771555558,232.39632304060987,RUS
16,281.21952689975075,280.9663488686659,RUS
17,292.1419586213152,292.34336174787876,ALO
18,284.89121173399224,286.6207484952381,ALO
19,267.4597224622222,265.6544356146939,RUS
20,266.3746565643699,261.0465392164102,RUS
21,260.24735051993076,263.7905966471692,ALO
22,249.91032955897842,232.36016083536742,RUS
23,208.7605987525199,206.38682903661623,RUS
24,270.2614999395692,270.1821365426087,RUS
25,285.5,,RUS
