Minisector,RUS,LEC,Fastest
0,299.55114181925927,308.8303713721345,LEC
1,218.62849319418027,201.9485221584259,RUS
2,206.08529499979798,219.51156050462177,LEC
3,268.2867103638247,270.008141812456,LEC
4,234.17723596772487,227.71413292320324,RUS
5,122.94633359564955,126.15269679207243,LEC
6,207.2913910418328,202.56284648098767,RUS
7,240.4242419668687,244.07275620146586,LEC
8,238.69029375542752,237.86222225517514,RUS
9,222.9864385590062,237.22666134895059,LEC
10,277.22054400438327,285.30293814688423,LEC
11,308.03365338085183,307.83038218047136,RUS
12,319.8874998736842,318.79146857303357,RUS
13,321.84714592144934,317.3909460210526,RUS
14,314.87452402539685,305.95433318448096,RUS
15,248.87005463219998,253.83744096144898,LEC
16,229.65115355115987,231.26274862569926,LEC
17,282.0817328279035,271.53499180793244,RUS
18,291.931050885545,280.7349998679365,RUS
19,159.68241253353793,163.31689755557423,LEC
20,196.88795730592977,193.47293127813012,RUS
21,189.00188637218506,186.1877883125722,RUS
22,129.03885124817162,129.94319969677343,LEC
23,227.36689418184207,220.56932036085502,RUS
24,268.9503010488363,289.3706650853757,LEC
25,291.93457085299855,303.95333376,LEC
