Minisector,VER,RUS,Fastest
0,272.33506204336993,270.5695008571428,VER
1,291.63311397696526,288.3324372746215,VER
2,274.4957361281935,275.37224184126984,RUS
3,156.45286984614825,146.5537477272369,VER
4,193.2571909375312,186.39628378304118,VER
5,169.38880526422798,169.75704461218163,RUS
6,161.38497256973164,158.0382105022643,VER
7,188.37975383018082,183.61006776560632,VER
8,243.96188488450218,235.35398512727184,VER
9,230.25974890819046,232.95276496507935,RUS
10,141.89592285714286,140.48476378650605,VER
11,220.45657409915418,216.8925164768142,VER
12,112.54309556079025,102.96460724221026,VER
13,210.96527586899035,211.21393725996097,RUS
14,265.44886585242233,263.41202182834445,VER
15,275.88616583185376,271.7931952761905,VER
16,177.59208762695795,165.30457759533508,VER
17,161.01979488026734,160.5825772562963,VER
18,251.02779595701125,252.56895134566537,RUS
19,282.2057634711111,276.26533534376813,VER
20,293.8247788773171,286.43482925051757,VER
21,284.0846000737717,281.5998064447021,VER
22,238.5737275319357,234.84142405611965,VER
23,101.65011953943666,101.55701634146746,VER
24,225.04279390320542,227.5748034464368,RUS
