Minisector,HAM,BOT,Fastest
0,257.2236889371072,255.55645892491577,HAM
1,209.86730726007374,217.8336614529765,BOT
2,209.62164037825912,204.81664996376418,HAM
3,257.55990673070306,260.0560110585727,BOT
4,270.4795400156136,275.05729003547685,BOT
5,289.60453882962406,286.00471012173915,HAM
6,167.94760553033365,165.24589353147536,HAM
7,187.52726626725328,183.40510890368554,HAM
8,268.3444951776439,266.80836284749597,HAM
9,294.92714277128965,292.7298622153799,HAM
10,306.3694978079863,303.88154608579504,HAM
11,307.32139562843514,303.592919833173,HAM
12,117.12863188895501,116.15714595060115,HAM
13,188.3842693018951,185.84178408516456,HAM
14,271.046427950007,270.452576856222,HAM
15,296.41656511184533,295.22076175105246,HAM
16,303.579934571813,297.0879726259605,HAM
17,190.15139561686047,192.31736460744892,BOT
18,222.6534680041274,225.9046124567522,BOT
19,270.73464635604813,269.81178453191905,HAM
20,155.16510359401067,156.00721695413122,BOT
21,148.0823856045632,148.1968867068184,BOT
22,223.08130583341847,222.57477491063716,HAM
23,227.80223897949875,228.51185661872253,BOT
24,161.15572814798037,157.3023255378237,HAM
25,228.60416533333336,227.74999466666668,HAM
