Minisector,VER,GAS,Fastest
0,301.86485672619045,305.0530524957464,GAS
1,203.68587468268052,222.08129272439527,GAS
2,145.26661424664024,149.84904262791767,GAS
3,218.92640176895966,221.1659025113997,GAS
4,159.2241354084131,165.4080221675201,GAS
5,169.88545945400887,174.53841782663744,GAS
6,248.32291259746134,252.29844091885715,GAS
7,274.5240719611578,277.790427145061,GAS
8,282.838051119978,284.87655681699414,GAS
9,247.9310658420168,255.54464862048454,GAS
10,239.37315531466223,245.92515609749486,GAS
11,227.0918782256854,233.43449430332154,GAS
12,202.33964870451265,199.00904577522093,VER
13,134.1391453158645,124.28336538811271,VER
14,137.01809818584647,133.64400932932537,VER
15,179.9981158142119,178.0442494911791,VER
16,244.8184874311111,248.14605052000002,GAS
17,238.72222618412698,232.44673704501741,VER
18,118.01057768635366,113.90662397558711,VER
19,195.49586910075763,197.3404632593529,GAS
20,195.914558875916,197.92011238772486,GAS
21,234.0852595128553,232.6625101177475,VER
22,261.76918944679005,264.8999255494372,GAS
23,281.3177949991342,283.5304642552381,GAS
24,295.0397960043862,298.57886785141005,GAS
