Minisector,VER,NOR,Fastest
0,271.1236549102088,270.8524122228285,VER
1,247.53886847337475,236.83420031479397,VER
2,120.99790044479633,120.53036379646248,VER
3,169.21921862841248,170.39058456769726,NOR
4,197.0205220456192,200.19174975045524,NOR
5,189.3818789388775,199.08010887999998,NOR
6,260.48627887299915,262.02595162229403,NOR
7,284.18004157866665,283.65459242039645,VER
8,237.37911799713646,227.922042207215,VER
9,149.28329809964552,150.15219385650795,NOR
10,122.28139554818776,117.25441332907667,VER
11,166.85852029805028,158.06008242318464,VER
12,247.30332687150025,247.08958326962963,VER
13,158.8517985769634,165.10181747116823,NOR
14,145.63927059849726,145.93172650206168,NOR
15,106.1740220031843,109.45719044251219,NOR
16,215.45670179660502,212.17081945614513,VER
17,240.42093923189714,245.145429034181,NOR
18,130.44612387616445,126.48336563418802,VER
19,240.71758874677707,232.15339580245734,VER
20,273.72250602185466,273.54479670088614,VER
21,200.75314769084312,219.25091359599944,NOR
22,152.0639730885748,141.85488832298165,VER
23,220.83568535482445,219.19339625480305,VER
24,228.44227863331972,229.0970921195859,NOR
25,,256.7724076939171,NOR
