Minisector,VER,PER,Fastest
0,268.81765170072384,269.7806255418256,PER
1,294.8557202996115,300.07371066666667,PER
2,311.6233009188991,321.06149357564425,PER
3,318.66112169025644,333.0429398192092,PER
4,324.0143612676923,340.8208547938462,PER
5,323.72265645,345.73781244571427,PER
6,204.42042483286207,221.3726120810729,PER
7,103.13087323667428,102.62560044316633,VER
8,182.1011543642328,179.73868287647963,VER
9,257.9886363649732,260.2964750723597,PER
10,286.88028461414143,297.23272686545454,PER
11,160.3969177676055,169.19537045532851,PER
12,96.08736592198058,95.76031438962275,VER
13,113.99616628118254,109.91855065954195,VER
14,219.45099060548563,213.70422755809523,VER
15,184.25539787973855,181.18360148600092,VER
16,218.7516377880129,218.5040538622082,VER
17,174.86301705003956,169.87655484810918,VER
18,228.67888099690234,229.08072828232685,PER
19,274.4207338948776,276.08419550857144,PER
20,239.3307679847619,237.01300762461597,VER
21,145.17240175317025,144.48744371410146,VER
22,98.13204428611672,94.69993293341838,VER
23,122.68240458822955,118.25396460331436,VER
24,223.06943569661826,222.41903629394548,VER
25,252.65,,VER
