Minisector,VER,PER,Fastest
0,257.2776815827823,257.2991298703107,PER
1,130.67786402626146,133.57427434358985,PER
2,265.8251829379515,261.749608,VER
3,307.5525422824418,305.6703506180326,VER
4,305.09570228545334,303.7948413008818,VER
5,313.32217251428574,312.8641352507688,VER
6,318.85921513086424,318.0166885643739,VER
7,319.90782075663833,312.6921475282051,VER
8,198.54991119549356,204.81831697364342,PER
9,193.68100730027436,189.82006071011554,VER
10,182.74338426791311,190.53294597954547,PER
11,166.87281389985304,164.46892756378855,VER
12,253.80544264595736,250.07037689187678,VER
13,274.63482259367845,283.2473959591631,PER
14,280.53553736116135,279.43731314895234,VER
15,271.4808602333333,276.580040751746,PER
16,181.324910794408,182.31339656039833,PER
17,192.17546918391525,193.29337108828133,PER
18,243.84264508790568,234.992211178836,VER
19,287.9918676375212,283.67915080566775,VER
20,308.73938081874314,305.72306514285714,VER
21,315.96056548571426,315.54539476683055,VER
22,309.472959292517,315.44642857728934,PER
23,251.10142935510203,267.94424483187356,PER
24,120.0686853742031,114.76782492547052,VER
25,,224.0,PER
