Minisector,HAM,NOR,Fastest
0,257.385712067741,264.980157566377,NOR
1,136.9730975483037,133.74843026892114,HAM
2,265.43262854965985,271.4275375907489,NOR
3,306.89416231624585,316.6202423572368,NOR
4,306.05071428571426,315.65302576203175,NOR
5,315.28193808349675,327.5731085274622,NOR
6,320.37213827838826,333.2847655012121,NOR
7,320.090902175224,339.62208315944133,NOR
8,204.34363068161312,197.64083539396765,HAM
9,205.61899004535613,202.79706129575337,HAM
10,182.72718569861271,178.63951334300089,HAM
11,172.53692745474447,172.79358332132892,NOR
12,259.9493295130795,260.27457661063903,NOR
13,279.80761850142983,279.4808804138146,HAM
14,287.0161950250441,287.97653572613126,NOR
15,273.25987286209175,271.49500525714285,HAM
16,178.2265798181322,177.62384429036555,HAM
17,196.71850791113187,200.56691147710956,NOR
18,244.29678819914102,251.34352340689946,NOR
19,286.49684639094204,292.26145756025835,NOR
20,305.39023333333336,313.2923340794876,NOR
21,311.5333770172093,319.91400879836516,NOR
22,308.92554563492064,317.05458805229597,NOR
23,251.66416479259593,240.28074788942618,HAM
24,126.51728664351273,124.02252173415833,HAM
