Minisector,LEC,ALO,Fastest
0,290.1003676574915,291.9605502650044,ALO
1,302.4666483911111,304.7357984355556,ALO
2,304.16116178332686,308.345553210084,ALO
3,184.91837918745892,182.73304914804447,LEC
4,210.73644658262418,205.69474108879854,LEC
5,198.7903803667652,196.73987747962875,LEC
6,262.5658848297726,263.79547713372256,ALO
7,258.2743251445887,255.33211558640411,LEC
8,204.9127858043443,200.01981007744757,LEC
9,206.7139317239271,210.2849673206012,ALO
10,138.96954296316406,136.93494421978158,LEC
11,199.85164594937703,208.77479799522715,ALO
12,179.30324006784892,171.40626991737219,LEC
13,251.20410973079365,246.21234434142167,LEC
14,173.6138323353792,171.1457266318134,LEC
15,232.72381130662953,230.77942905425735,LEC
16,276.0917228335601,275.04541210557824,LEC
17,287.6789427884665,273.09658391850934,LEC
18,275.146625104,263.3539205850505,LEC
19,259.9888650941863,247.537434598477,LEC
20,260.956845551746,256.8149807056693,LEC
21,257.35550285084884,255.83857839307538,LEC
22,228.91898080418116,222.30010661480117,LEC
23,189.20216012257484,189.28106460150047,ALO
24,267.51906562651396,267.2657250068027,LEC
25,,285.1638890666666,ALO
