Minisector,LEC,ALO,Fastest
0,296.96066576311716,294.7746265243785,LEC
1,160.9238371303738,161.47009925973532,ALO
2,149.57116591895297,159.10056373916535,ALO
3,231.9778338631769,233.7509250111323,ALO
4,288.10557096347827,289.6185770324852,ALO
5,291.2338359205696,282.89648744171154,LEC
6,149.17574087566814,144.8602374588058,LEC
7,146.08247496639342,148.6698849862906,ALO
8,140.76210616935055,128.86319339233145,LEC
9,191.8540416541799,205.79202885166788,ALO
10,142.69292044828967,123.30470775233475,LEC
11,123.04699972797341,120.63692037997033,LEC
12,166.38077948322552,189.49021854356306,ALO
13,270.34707037965103,273.9867777327583,ALO
14,295.603351851719,295.5813611295527,LEC
15,149.90433068336463,145.13429429887117,LEC
16,197.6807614825563,209.18912956939508,ALO
17,174.01352267773703,201.65563173606753,ALO
18,271.80624783605595,279.84589313493433,ALO
19,297.64876665681516,299.7641669688889,ALO
20,311.94194501035906,315.10340479602485,ALO
21,319.21636905629316,322.2972050484507,ALO
22,324.0672299427651,326.3686276015686,ALO
23,326.5491072,329.12902241523807,ALO
24,327.2484617499944,329.3502673728342,ALO
