Minisector,VER,LEC,Fastest
0,270.96468246349207,274.03458224,LEC
1,298.24549548513164,299.87546228148153,LEC
2,316.9817703333333,313.56923017772976,VER
3,328.96432543091976,320.7252602666667,VER
4,335.6689682387302,324.73281246666664,VER
5,339.0835938,326.3960937333333,VER
6,228.95367138911752,233.83173948171827,LEC
7,108.12847001342439,107.61472845770236,VER
8,182.41062961373606,174.66457079277504,VER
9,268.4563082819048,259.48808058124723,VER
10,302.0258434202037,291.8781941847464,VER
11,178.33244403946992,197.49535696410254,LEC
12,98.78339865214603,94.3762438054113,VER
13,116.38300181962651,110.7541662,VER
14,225.3182117161348,224.1282804000857,VER
15,191.7309061108757,184.97132471801933,VER
16,232.81889722371037,228.67847182857145,VER
17,187.33056687455118,181.47899101320198,VER
18,238.87335302034714,233.66661333995862,VER
19,280.44892100048713,278.17083620251606,VER
20,261.5468253968254,273.71184522105267,LEC
21,152.1855822043948,148.25575272576202,VER
22,99.40314405921416,96.90428908886267,VER
23,126.67288565913448,123.62460745974026,VER
24,225.40264282671262,217.26119961739843,VER
25,256.8624992,256.3805528888889,VER
