Minisector,VER,HUL,Fastest
0,246.1274349536471,250.42127790225953,HUL
1,283.1582261100144,286.750568329697,HUL
2,182.5926925458093,173.2880276060037,VER
3,154.49304275008066,160.55306237353383,HUL
4,258.84620313870374,257.3598581655065,VER
5,265.087040115942,272.27580260481795,HUL
6,230.34828684028642,240.87789786144182,HUL
7,210.08045096688363,208.6014394631796,VER
8,161.90825404606062,161.14003919830688,VER
9,212.54781054238626,216.28580628430643,HUL
10,268.9151384066667,270.280492379798,HUL
11,125.34384569976264,119.68426415457255,VER
12,215.19561850040247,216.945008046541,HUL
13,274.83219995196333,277.44887458632036,HUL
14,296.7111491492668,297.5978411119192,HUL
15,307.2406397908433,307.110326843637,VER
16,245.0366996687482,237.56738442051284,VER
17,133.27931915655472,129.7413551219493,VER
18,132.48685953860726,130.52796156531633,VER
19,122.17765253862062,121.94485695584808,VER
20,225.8146022870963,229.62265544139854,HUL
21,261.01240610628724,262.26721652078186,HUL
22,242.8589721249133,237.83540046217604,VER
23,227.6909186507562,217.72613665562588,VER
24,140.63886228485993,140.60070992829574,VER
25,216.47169747525732,213.22500480000002,VER
