Minisector,HAM,LEC,Fastest
0,268.5476044127677,279.7316376421053,LEC
1,117.35126370809125,120.3827322235722,LEC
2,163.22877011695644,162.20038947860317,HAM
3,198.25353407933747,198.12594367175345,HAM
4,165.86401076477497,157.51933904155842,HAM
5,234.72216571555555,228.64607764391053,HAM
6,186.16592726311475,181.1606312165419,HAM
7,134.32283763937622,129.6877085550446,HAM
8,243.8436639208697,237.96021395773244,HAM
9,289.1207182518518,286.38572300273773,HAM
10,276.1228712293037,274.9529567964085,HAM
11,151.9274953731889,150.32224376022913,HAM
12,230.4159805921936,225.01255194993198,HAM
13,280.1974076760494,277.0468585057143,HAM
14,246.15438383199998,263.15023851797594,LEC
15,92.27522392829597,102.18656710528893,LEC
16,229.49583990675316,228.17022421818183,HAM
17,294.6476300960706,292.05663415939847,HAM
18,326.24218317714286,322.6418849225927,HAM
19,334.05859009809524,334.4371180711111,LEC
20,330.01627946773226,331.80424996266663,LEC
21,281.33337234106443,292.9189703232402,LEC
22,149.22055244101276,150.86660384548517,LEC
23,246.176166857754,238.80657676374335,HAM
24,298.86889212396295,296.5876304,HAM
25,314.3624992,311.04318196363636,HAM
