Minisector,HAM,GAS,Fastest
0,293.0104818062341,291.2733530997486,HAM
1,297.02574404761907,291.3687514,HAM
2,163.97154842532328,155.43733067254672,HAM
3,229.7029217345098,228.98408373116027,HAM
4,278.1059116414882,282.6272381632078,GAS
5,296.47509598243624,306.3476893318778,GAS
6,303.65183023114423,316.3771175069232,GAS
7,158.0035585791946,150.9514983294318,HAM
8,139.05185546691777,141.5570495838964,GAS
9,254.3046174014502,252.5001406708971,HAM
10,286.4046000432194,282.7675841254168,HAM
11,295.7705379242145,288.0756609821342,HAM
12,138.96711521788572,141.90746374612237,GAS
13,203.18768580712776,203.22628832083902,GAS
14,259.6736973186638,251.65644623423674,HAM
15,207.18467193275868,197.08527218587108,HAM
16,224.43832284379556,223.314398146909,HAM
17,216.06354904356434,215.08047242801712,HAM
18,244.41895661652615,248.0913882596297,GAS
19,278.6033792410807,277.45284630210466,HAM
20,295.3858035804466,293.03579364571425,HAM
21,263.57446386894867,253.69559822756295,HAM
22,226.12601813782544,219.2133542359553,HAM
23,212.29627987738124,210.83840404170041,HAM
24,266.6236616719255,265.71658360088713,HAM
25,285.1785728,,HAM
