Minisector,VER,HAM,Fastest
0,292.28835946711985,291.57265029774436,VER
1,219.3012492864044,241.48713986216453,HAM
2,145.9853680328202,150.08819368888888,HAM
3,222.96511197480046,230.1506712665102,HAM
4,157.66980936290824,167.03515683333333,HAM
5,177.11941665563842,177.275164350384,HAM
6,248.0849829418819,249.76249945396825,HAM
7,272.4286350408847,272.96166645333335,HAM
8,280.25066137566137,281.10241218245613,HAM
9,260.3906762700188,273.8921057122807,HAM
10,245.65877906369727,253.38730143492063,HAM
11,247.45036229565218,256.07122570582015,HAM
12,213.24865608554242,216.979000704,HAM
13,141.21971191437785,150.139147692067,HAM
14,155.45404691180045,163.18333392492997,HAM
15,183.92044320628048,190.73159124407852,HAM
16,255.58730209523807,258.5367057777778,HAM
17,242.95268648928527,249.341452887909,HAM
18,117.51519616547901,120.05400613461885,HAM
19,193.80450820906393,203.65145172912665,HAM
20,198.33697534433904,200.41719621305114,HAM
21,233.37246376811595,234.06627888997164,HAM
22,263.0669125750036,264.84323661027486,HAM
23,278.84916695963,281.70739312280705,HAM
24,288.0244708994709,292.456385762145,HAM
25,291.0,,VER
