Minisector,HAM,PER,Fastest
0,267.9841705920667,269.7806255418256,PER
1,292.46540569949286,300.07371066666667,PER
2,306.29474456380956,321.06149357564425,PER
3,315.3197319968634,333.0429398192092,PER
4,319.56488623999996,340.8208547938462,PER
5,322.2859381000866,345.2195191806593,PER
6,197.1181933733995,216.47147091778427,PER
7,106.23062972774574,102.97910943673074,HAM
8,184.8119826522751,182.20103034513883,HAM
9,255.77372547666624,261.65096037612466,PER
10,283.6452079466667,298.7782826020202,PER
11,153.44151795952382,163.52376861505954,PER
12,95.95182299283032,96.41023330486286,PER
13,116.35064724649702,109.91656409026248,HAM
14,214.61753531374987,212.17221721454544,HAM
15,185.32214295497587,182.4236014860009,HAM
16,220.04705255619047,217.93450872766277,HAM
17,176.4747745802159,168.7768066868826,HAM
18,232.11166521777778,229.08072828232685,HAM
19,273.6834783881481,276.78512518453783,PER
20,246.49219072249352,225.04704460338516,HAM
21,145.7685656903418,142.6356131524853,HAM
22,96.5687412318541,94.8859858776378,HAM
23,126.49610335089947,119.52423487358462,HAM
24,222.48047844119972,224.1532761174667,PER
