Minisector,HAM,NOR,Fastest
0,271.6269712369231,274.75472158776336,NOR
1,291.62609790210126,292.9058367216971,NOR
2,292.7502548592208,292.803332418355,NOR
3,186.51898529081998,169.53534308098514,HAM
4,117.41760316719322,116.98481762666768,HAM
5,232.8864838028681,233.83825422593856,NOR
6,274.55426044721503,287.95131092487094,NOR
7,288.45103203636364,303.2100790707644,NOR
8,183.69597121414967,167.5742805380117,HAM
9,141.52422401275538,138.5997392205063,HAM
10,242.88691136727047,248.60262171992707,NOR
11,283.57881892392555,286.4750650666759,NOR
12,298.50285305797826,291.11908895102454,HAM
13,276.53851901561904,267.133738534891,HAM
14,292.7572974825488,288.99534422869357,HAM
15,300.55922077922077,290.20259981449277,HAM
16,253.68636109859364,234.45574072237852,HAM
17,227.4041919547475,219.90752571656267,HAM
18,273.53255688205866,281.04556627516894,NOR
19,294.754920995671,313.5007418380717,NOR
20,301.4003864052486,315.12499439910215,NOR
21,235.0431362389183,225.45213332911257,HAM
22,258.98565994937076,258.0227177491597,HAM
23,140.7905874071726,127.27708999673776,HAM
24,208.55829137912244,219.76452381725557,NOR
25,251.22142902857144,,HAM
