Minisector,PER,SAI,Fastest
0,307.35356447411147,292.73364991643257,PER
1,313.30234469467786,297.7955676444444,PER
2,162.13814438941068,171.94536959898744,SAI
3,229.865346262956,234.58652511081192,SAI
4,285.025252582491,276.43605044641197,PER
5,307.3446762666667,292.54495629473683,PER
6,312.4247684740741,298.4346509851588,PER
7,156.9234434095137,170.13630023972942,SAI
8,137.38892172481036,145.9685532682809,SAI
9,259.02107242666665,251.10047428941303,PER
10,296.688993981338,280.69419876419295,PER
11,296.3593789874326,293.3671297777778,PER
12,139.2846954201738,157.06523005057838,SAI
13,204.73801230153427,208.1309312,SAI
14,264.58979194666665,263.98053669391504,PER
15,202.13356418703177,219.96396224904757,SAI
16,226.44345307826086,237.48168394348752,SAI
17,217.7119857123129,235.77236611951622,SAI
18,248.01354076874097,252.2471945723356,SAI
19,279.02675497543856,276.1393280358693,PER
20,293.1473756152156,290.9617552767812,PER
21,261.9849917897388,277.70208213333336,SAI
22,222.16929827386107,242.72794652006795,SAI
23,215.06547968964412,221.67767981601722,SAI
24,278.2530663847619,270.45916762666667,PER
25,,284.27500053333335,SAI
