Minisector,VER,NOR,Fastest
0,256.07129795555556,263.01740203921565,NOR
1,133.34325655851507,139.32890852891057,NOR
2,199.37145525333332,197.9115950730159,VER
3,246.59772115513138,248.18080763176664,NOR
4,258.16093786666664,261.7205886745098,NOR
5,186.01941822524086,187.4430589482669,NOR
6,148.87088707772384,149.80770146095463,NOR
7,184.88436166393154,184.81457387977335,VER
8,104.62414544708099,103.6238545634812,VER
9,78.80823169201705,78.07602120618606,VER
10,95.80596333327723,93.69007751342528,VER
11,178.3522205387133,172.67106489772257,VER
12,245.1013822008274,245.45915975394917,NOR
13,262.20868985904764,270.82492576431673,NOR
14,262.66139701490556,280.56111175111107,NOR
15,119.85051417426209,129.05207163873723,NOR
16,141.8949575374603,125.45946948617477,VER
17,194.1988765018619,198.0093683520841,NOR
18,200.95687306666667,199.27685219951113,VER
19,219.04407938245618,225.51221930025062,NOR
20,133.61591366603122,137.50337757006818,NOR
21,119.85919240942854,125.63744543333333,NOR
22,94.44349421695948,86.10316557950533,VER
23,195.50634681904762,188.9140754302507,VER
24,249.2865179607843,249.7947924,NOR
25,,262.1222215111111,NOR
