Minisector,BOT,SAI,Fastest
0,259.4783976120412,260.0499539909452,SAI
1,213.9617801717655,198.1130091696778,BOT
2,226.27815879412563,225.27210098984767,BOT
3,263.58132107595145,265.0455343001728,SAI
4,276.14176223384123,279.76855399750025,SAI
5,223.35402905143056,202.2246351555723,BOT
6,98.63722102801293,96.7955138162323,BOT
7,188.34329429464552,203.11522973861503,SAI
8,273.1328143192695,283.58607282734806,SAI
9,296.47731375821115,315.61129241951386,SAI
10,304.70970331191387,328.4129782902596,SAI
11,306.07894736842104,302.08991447998585,BOT
12,110.86992876448794,107.14506883067659,BOT
13,218.37305356643844,229.3260553858072,SAI
14,285.9143145421802,282.3564578479769,BOT
15,311.6296766936579,298.1989102452485,BOT
16,230.4203936784322,195.73245172170064,BOT
17,129.48669238229627,125.18886956129221,BOT
18,163.07199280367527,163.27998314300157,SAI
19,255.76645387319303,256.95167203281204,SAI
20,166.3558940571054,148.19218445474428,BOT
21,133.6442402419674,127.72675714498799,BOT
22,206.55164972256895,210.32959731680143,SAI
23,212.02017942694496,189.5468805815596,BOT
24,172.20940134090446,168.43937494119228,BOT
25,231.40833706666666,,BOT
