Minisector,VER,SAI,Fastest
0,271.3595171947154,272.17129408163174,SAI
1,288.7688042920571,289.1543593155561,SAI
2,294.8965029142857,294.2313117387014,VER
3,137.5968116052385,123.92284391503665,VER
4,204.4242961284519,198.84271774022076,VER
5,262.1665701475403,253.32338493995968,VER
6,155.01867401097937,136.7199546742779,VER
7,210.93043494034654,214.2051724152433,SAI
8,261.3986938370147,263.5114875766933,SAI
9,281.5236915123444,280.0676013700984,VER
10,253.4649005338,226.59235122113577,VER
11,192.83267625417267,172.4619310113144,VER
12,203.99548427885412,201.702142476123,VER
13,158.446187450512,141.98420249884737,VER
14,187.42516231931444,175.64038437678468,VER
15,174.62497690701642,159.42022291179003,VER
16,225.78565856482183,224.62617427675767,VER
17,248.11210172207973,232.1937984760353,VER
18,248.32725466441647,245.5564514996783,VER
19,257.72105788055404,228.42983564515006,VER
20,152.05361952305444,149.0233511951907,VER
21,145.35857673350145,127.22038908796034,VER
22,176.5276033955563,175.04818565047756,VER
23,158.6585832885654,152.31328462270776,VER
24,235.90464406469158,236.92639658730627,SAI
