Minisector,VER,HAM,Fastest
0,301.86485672619045,311.17453416784315,HAM
1,203.68587468268052,201.2252361876015,VER
2,145.26661424664024,149.6031949640037,HAM
3,218.92640176895966,223.143648989899,HAM
4,159.2241354084131,163.53789687086882,HAM
5,169.88545945400887,186.45497270845095,HAM
6,248.32291259746134,254.2132454496203,HAM
7,274.5240719611578,282.4458911259259,HAM
8,282.838051119978,290.25896103896105,HAM
9,247.9310658420168,263.37380915185304,HAM
10,239.37315531466223,240.28619622707572,HAM
11,227.0918782256854,237.43109142857142,HAM
12,202.33964870451265,195.70525058888663,VER
13,134.1391453158645,130.18277372646725,VER
14,137.01809818584647,130.92733372926955,VER
15,179.9981158142119,181.1252438276139,HAM
16,244.8184874311111,252.06697278911565,HAM
17,238.72222618412698,225.42608782166556,VER
18,118.01057768635366,115.62336680061965,VER
19,195.49586910075763,207.92062067435796,HAM
20,195.914558875916,204.14165680383078,HAM
21,234.0852595128553,242.94660475010267,HAM
22,261.76918944679005,270.1821927124329,HAM
23,281.3177949991342,288.789126920127,HAM
24,295.0397960043862,303.39964094039664,HAM
