Minisector,LEC,GAS,Fastest
0,279.7316376421053,271.2065754764237,LEC
1,120.3827322235722,115.50759569538658,LEC
2,162.20038947860317,163.81471088435373,GAS
3,198.12594367175345,192.31853847107098,LEC
4,157.51933904155842,167.6999542124542,GAS
5,228.64607764391053,238.61551951994045,GAS
6,181.1606312165419,181.79884837384836,GAS
7,131.72416109518224,140.19614582914394,GAS
8,239.70822465561906,242.53982683982684,GAS
9,286.38572300273773,286.3399074311111,LEC
10,271.41016932712387,267.44181695049747,LEC
11,149.33315300628973,145.6130114593269,LEC
12,227.5131795474286,233.1881704155875,GAS
13,277.0468585057143,281.03171768707483,GAS
14,263.15023851797594,242.49701879161904,LEC
15,102.18656710528893,103.27844719052027,GAS
16,230.37179136459332,233.84201781146197,GAS
17,293.2820027238095,299.0236607142857,GAS
18,322.6418849225927,318.6573531228632,LEC
19,334.4371180711111,326.0021684571429,LEC
20,331.6570392292571,327.1284090909091,LEC
21,284.54649134508895,220.7647198298511,LEC
22,149.70618521565657,153.09668771695254,GAS
23,238.80657676374335,246.96199477583482,GAS
24,297.43541684705883,286.1647079690631,LEC
25,311.0863639272727,,LEC
