Minisector,HAM,PER,Fastest
0,260.9012340363235,255.34620338424608,HAM
1,216.98621655341526,202.89763890883842,HAM
2,230.5180554451839,219.06806743824274,HAM
3,266.51239661504707,262.4893580149748,HAM
4,277.5243121978721,276.9116482380884,HAM
5,222.8044425665816,214.87921505575807,HAM
6,98.83723614388829,96.23734295903775,HAM
7,194.22248771330516,186.15004671078603,HAM
8,271.2752397593599,271.20181316959355,HAM
9,291.52447504125183,296.20443402832564,PER
10,298.3237272727058,307.7874821456368,PER
11,300.4220914865409,305.43938157472087,PER
12,116.77716310427466,110.82760039842061,HAM
13,217.77767878287693,219.63475788669686,PER
14,276.9631682120168,279.25147110538586,PER
15,294.3930464823482,300.36967405714284,PER
16,233.06964605493397,207.21213740647426,HAM
17,129.93803790515793,122.24572982414647,HAM
18,156.9843343022929,153.06487345949796,HAM
19,255.63822149182445,257.9276096735202,PER
20,169.48693139902568,149.15505585156012,HAM
21,132.62741496181397,127.37243356005725,HAM
22,208.9238695168486,203.87460242358569,HAM
23,215.65532909341914,192.64236695453891,HAM
24,170.15448270202606,160.7766433902322,HAM
