Minisector,VER,SAI,Fastest
0,261.76529527429415,253.42755269604297,VER
1,297.31357649642706,281.7495257109719,VER
2,157.2879170882447,160.82214001935037,SAI
3,165.28229071372547,165.57534289120318,SAI
4,260.9732076417577,261.1453072847153,SAI
5,270.5561013587302,267.0447833748613,VER
6,227.59262752029136,202.67508041705022,VER
7,205.32310786394558,190.41998216830802,VER
8,160.77241441625372,153.15033035218158,VER
9,234.97370346153096,228.894091381685,VER
10,275.729545939394,278.9718816362812,SAI
11,119.30156783491259,120.30669460307638,SAI
12,223.1328055032967,219.09893953580246,VER
13,275.43736906671614,273.08409670689184,VER
14,293.3405699368421,289.60138874920636,VER
15,295.78968253968253,295.5391665066667,VER
16,210.44030272451496,220.12438696296297,SAI
17,133.82170724532563,131.51951586877655,VER
18,140.19329524248238,131.69428514168828,VER
19,123.25601052865358,120.08684227936509,VER
20,229.33133282133335,222.26481441975307,VER
21,255.87365842093104,247.87619219155758,VER
22,235.5508217715928,224.45112311794873,VER
23,219.6822524205128,211.33571521629938,VER
24,148.08898836825398,137.83833389487862,VER
25,,223.76190232380952,SAI
