Minisector,PER,LEC,Fastest
0,295.0919094648039,298.287396766994,LEC
1,163.7844296701039,158.36096256155597,PER
2,156.09602221598618,153.36749079758138,PER
3,223.31194418154442,221.8191571784089,PER
4,285.800550466905,284.31159559314284,PER
5,293.49253662710623,294.7820987654321,LEC
6,149.68121523781906,146.85736699120173,PER
7,142.89747687978632,141.79925315153295,PER
8,146.33749920106442,148.4499830856908,LEC
9,181.6861572522067,178.2828470549503,PER
10,131.62142551025863,132.3381599774719,LEC
11,131.02957066148863,128.1926705209389,PER
12,166.83584693810937,160.61206272029705,PER
13,268.34547704397744,264.77246360653305,PER
14,290.2733466675111,292.31250018133335,LEC
15,153.68074733974873,157.81160634285715,LEC
16,214.87273410455987,211.90995306243386,PER
17,164.70468574833328,164.81905613748148,LEC
18,268.0762108124137,269.05427574083166,LEC
19,291.4435898666667,291.78400008533333,LEC
20,305.43113247593055,304.3590773012518,PER
21,313.3581349079365,311.151765914032,PER
22,315.9961956637681,314.87777782222224,PER
23,316.63888893333336,317.6171962119297,LEC
24,313.601948000303,304.29211904609525,PER
25,309.0,300.0,PER
